ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
98,3.38069,2.38798,2.39304,2239
98,3.59951,2.50563,2.58424,2240
98,3.49481,2.46338,2.479,2241
98,3.43375,2.4423,2.41366,2242
98,3.48703,2.49348,2.43761,2243
98,3.47395,2.44394,2.46891,2244
98,3.44276,2.50773,2.35878,2245
98,3.35448,2.3414,2.40216,2246
98,3.48788,2.44057,2.49178,2247
98,3.4547,2.41044,2.47482,2248
98,3.34681,2.32443,2.40794,2249
98,3.48926,2.38669,2.54531,2250
98,3.40748,2.38333,2.43529,2251
98,3.34106,2.33592,2.38875,2252
98,3.49765,2.41695,2.52822,2253
98,3.3922,2.41742,2.37972,2254
98,3.21793,2.32401,2.22577,2255
98,3.4643,2.45666,2.44258,2256
98,3.36027,2.4832,2.26388,2257
98,3.2457,2.33076,2.25878,2258
98,3.53641,2.45596,2.5445,2259
98,3.63524,2.68771,2.4477,2260
98,3.41522,2.52221,2.30265,2261
98,3.48171,2.61005,2.30433,2262
98,3.2578,2.41423,2.1874,2263
98,3.54629,2.61752,2.39265,2264
98,3.466,2.4823,2.41896,2265
98,3.20643,2.40959,2.11543,2266
98,3.27526,2.4348,2.19067,2267
98,3.51207,2.61291,2.34678,2268
98,3.34259,2.48114,2.23983,2269
98,3.50758,2.54631,2.41235,2270
98,3.58045,2.69531,2.35688,2271
98,3.28073,2.5279,2.09114,2272
98,3.33331,2.51607,2.1864,2273
98,3.42462,2.58377,2.2477,2274
98,3.37275,2.62446,2.11841,2275
98,3.44532,2.62902,2.22676,2276
98,3.40811,2.60063,2.20271,2277
98,3.39727,2.63946,2.13886,2278
98,3.60586,2.76984,2.30872,2279
98,3.52284,2.68419,2.28156,2280
98,3.38907,2.62827,2.13963,2281
98,3.60465,2.76139,2.31694,2282
98,3.41833,2.52782,2.30111,2283
98,3.40997,2.62082,2.18155,2284
98,3.59555,2.72148,2.34979,2285
98,3.58009,2.71782,2.33035,2286
98,3.43467,2.6031,2.24072,2287
98,3.59302,2.65892,2.41659,2288
98,3.62553,2.64363,2.48106,2289
98,3.47273,2.66271,2.22931,2290
98,3.52243,2.60522,2.37072,2291
98,3.57006,2.60796,2.438,2292
98,3.47675,2.6605,2.23819,2293
98,3.55157,2.66468,2.348,2294
98,3.62013,2.69695,2.41491,2295
98,3.43808,2.62455,2.22084,2296
98,3.58667,2.65864,2.40746,2297
98,3.66599,2.68925,2.49148,2298
98,3.48226,2.61685,2.29744,2299
98,3.55061,2.66412,2.34719,2300
98,3.58347,2.67707,2.38213,2301
98,3.38598,2.54617,2.23202,2302
98,3.48984,2.58771,2.34153,2303
98,3.51952,2.64541,2.32139,2304
98,3.45802,2.51486,2.37348,2305
98,3.47171,2.51906,2.38896,2306
98,3.44356,2.60264,2.25485,2307
98,3.3023,2.42242,2.24435,2308
98,3.42882,2.50729,2.33887,2309
98,3.51299,2.60458,2.35738,2310
98,3.36888,2.48664,2.27288,2311
98,3.49454,2.57101,2.36681,2312
98,3.46678,2.60632,2.28597,2313
98,3.36638,2.47047,2.28677,2314
98,3.46379,2.54729,2.34715,2315
98,3.43822,2.51774,2.34144,2316
98,3.36127,2.52031,2.22401,2317
98,3.45041,2.57768,2.29367,2318
98,3.57362,2.58543,2.46705,2319
98,3.39384,2.37964,2.4198,2320
98,3.37171,2.42512,2.34249,2321
98,3.32747,2.32576,2.37968,2322
98,3.42275,2.41662,2.42388,2323
98,3.44996,2.53694,2.33798,2324
98,3.40346,2.40697,2.40625,2325
98,3.4286,2.35663,2.4903,2326
98,3.50477,2.51138,2.44467,2327
98,3.55885,2.52806,2.50487,2328
98,3.35297,2.29049,2.44869,2329
98,3.4167,2.38241,2.44908,2330
98,3.56749,2.60011,2.44263,2331
98,3.37652,2.34793,2.42654,2332
98,3.47998,2.5195,2.40049,2333
98,3.40559,2.37415,2.44161,2334
98,3.43789,2.37966,2.48119,2335
98,3.45571,2.49063,2.39555,2336
98,3.46648,2.45819,2.44413,2337
