ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
100,7.73323,4.90399,5.97945,389
100,8.40013,5.39491,6.43872,390
100,8.06648,5.42634,5.96849,391
100,8.25865,5.43679,6.21664,392
100,7.9675,5.25312,5.99048,393
100,8.2839,5.51377,6.18234,394
100,8.4474,5.78237,6.15814,395
100,8.40849,5.96551,5.92583,396
100,8.13737,5.97186,5.52753,397
100,8.29207,5.9976,5.72601,398
100,7.94805,5.79723,5.43724,399
100,7.9737,5.77317,5.50004,400
100,7.92971,5.58395,5.63026,401
100,8.50657,6.11433,5.91411,402
100,7.60652,5.57261,5.17737,403
100,7.8156,5.36323,5.68502,404
100,8.15087,5.55845,5.96157,405
100,8.39,6.04859,5.81436,406
100,8.09244,5.62013,5.82251,407
100,7.69216,5.40236,5.47575,408
100,8.12882,5.91167,5.57942,409
100,8.54755,5.89042,6.19383,410
100,8.59749,5.96797,6.18871,411
100,8.62783,6.07126,6.13018,412
100,8.41998,5.63944,6.25242,413
100,8.24732,5.78384,5.87925,414
100,8.16168,5.86962,5.67103,415
100,8.34173,5.62657,6.15842,416
100,8.21124,5.59084,6.0139,417
100,8.52987,5.8015,6.25311,418
100,8.30335,5.63611,6.09752,419
100,8.23143,5.58641,6.04554,420
100,8.20669,5.57304,6.02421,421
100,8.53091,5.64072,6.3999,422
100,8.16752,5.85883,5.69057,423
100,8.36816,5.89003,5.94421,424
100,8.56038,6.00477,6.10105,425
100,8.43518,5.9536,5.97553,426
100,8.30359,5.80893,5.93345,427
100,8.38968,5.90985,5.95487,428
100,8.33832,5.78694,6.00324,429
100,8.32981,5.79455,5.98405,430
100,8.28164,5.81485,5.89687,431
100,8.25037,5.6699,5.99339,432
100,8.28161,5.63956,6.06468,433
100,8.23851,5.66952,5.97743,434
100,8.27057,5.83127,5.86503,435
100,8.53149,6.13141,5.9323,436
100,8.60699,5.97813,6.19211,437
100,8.46475,5.87941,6.08971,438
100,8.41235,5.65726,6.226,439
100,8.53794,5.8937,6.17744,440
100,8.43308,5.72933,6.18802,441
100,8.44171,5.71057,6.21706,442
100,8.37031,5.71111,6.11926,443
100,8.6595,5.74408,6.48015,444
100,8.63855,5.77319,6.4261,445
100,8.66834,5.98785,6.26783,446
100,8.4438,5.61832,6.30334,447
100,8.36559,5.73485,6.09054,448
100,8.99328,6.12673,6.58349,449
100,8.63555,5.6941,6.4923,450
100,8.24593,5.85533,5.80608,451
100,8.6006,5.97006,6.19102,452
100,8.43896,6.1363,5.79326,453
100,8.36328,5.74089,6.08166,454
100,8.74277,6.00932,6.35014,455
100,8.80339,6.16445,6.28484,456
100,8.55766,5.94613,6.15444,457
100,8.64093,6.05023,6.16931,458
100,8.40568,5.77099,6.11155,459
100,8.4597,5.67663,6.27235,460
100,8.59236,6.16817,5.98183,461
100,8.7277,5.70477,6.60518,462
100,8.50128,5.7332,6.27712,463
100,8.69252,5.83701,6.44121,464
100,8.44535,5.89627,6.04632,465
100,8.36001,5.70868,6.10744,466
100,8.30671,5.70806,6.03486,467
100,8.3374,5.80274,5.98669,468
100,8.097,5.86773,5.57953,469
100,8.29504,5.77424,5.95532,470
100,8.25778,5.82579,5.85244,471
100,8.44347,5.85126,6.08728,472
100,8.5377,5.90392,6.16733,473
100,8.75478,6.07497,6.30404,474
100,8.6763,5.91057,6.35165,475
100,8.73051,5.70501,6.60868,476
100,8.45475,5.83814,6.11546,477
100,8.544,6.17465,5.90539,478
100,8.84137,6.26708,6.23647,479
100,8.95966,6.31611,6.3547,480
100,8.8021,6.07627,6.36835,481
100,9.01948,6.07118,6.67022,482
100,9.00184,6.3299,6.40044,483
100,8.65838,6.12687,6.11793,484
100,8.51243,6.06348,5.97459,485
100,8.63604,6.23783,5.97249,486
100,8.64082,6.20312,6.0154,487
100,8.5921,6.13143,6.01912,488
100,9.07522,6.47685,6.35689,489
100,8.90301,6.40942,6.17923,490
100,8.77763,6.15169,6.26126,491
100,9.21937,6.33836,6.69492,492
100,8.89868,6.13323,6.44747,493
100,8.83507,6.18401,6.31003,494
100,9.01567,6.16928,6.57437,495
100,8.97494,6.11629,6.56815,496
100,9.30077,6.47683,6.67495,497
100,9.35792,6.41374,6.81429,498
100,8.8635,6.05722,6.47084,499
100,8.35356,5.68975,6.11627,500
100,8.50401,5.90383,6.1207,501
100,8.28981,5.68525,6.03315,502
100,7.67673,5.29511,5.55824,503
100,7.99849,5.79397,5.51414,504
100,8.19772,5.80211,5.79121,505
100,8.0153,5.58215,5.75192,506
100,7.76885,5.28285,5.69619,507
100,7.862,5.57798,5.5405,508
100,8.20017,5.62895,5.96304,509
100,7.72849,5.64828,5.27509,510
100,8.30763,5.84217,5.90642,511
100,8.11979,5.92202,5.55524,512
100,8.26174,5.74021,5.94192,513
100,8.32506,5.64141,6.12219,514
100,8.34844,5.77941,6.02453,515
100,8.49593,5.72789,6.27472,516
100,8.28125,5.76445,5.9456,517
100,8.42499,5.83393,6.0783,518
100,8.32598,5.69011,6.0782,519
100,8.25091,5.64645,6.01623,520
100,8.50568,5.86277,6.16235,521
100,8.72363,5.67229,6.62773,522
100,8.47112,5.61418,6.34357,523
100,8.71768,5.72806,6.5717,524
100,9.08748,5.83761,6.96452,525
100,8.77964,5.91706,6.48618,526
100,8.66421,5.71146,6.51519,527
100,8.60691,5.60191,6.53433,528
100,8.72558,5.94019,6.39139,529
100,8.72269,5.94939,6.37888,530
100,8.60321,5.40661,6.69207,531
100,8.82631,5.80134,6.65193,532
100,8.83069,5.9264,6.54667,533
100,8.98758,6.34277,6.36755,534
100,8.73827,6.34131,6.01208,535
100,8.54959,5.98178,6.1085,536
100,8.55231,5.97997,6.11407,537
100,7.99463,5.6792,5.6268,538
100,8.15621,5.87979,5.65259,539
100,8.10329,5.75507,5.7046,540
100,7.70702,5.5935,5.30198,541
100,7.8941,5.4563,5.70487,542
100,8.07996,5.69603,5.7307,543
100,8.04298,5.49678,5.87153,544
100,8.11979,5.32557,6.12938,545
100,8.12093,5.15762,6.27284,546
100,7.84637,5.15941,5.91151,547
100,8.16986,5.33514,6.18733,548
100,8.23932,5.21093,6.38221,549
100,7.62581,5.00862,5.75036,550
100,7.81348,5.00075,6.00358,551
100,8.20604,5.35236,6.22024,552
100,7.97728,5.38056,5.88953,553
100,7.92058,5.43778,5.759,554
100,8.02335,5.12134,6.17625,555
100,7.64417,5.14753,5.65122,556
100,7.45581,4.73927,5.75573,557
100,8.14334,5.36229,6.12861,558
100,7.94966,5.25341,5.96647,559
100,8.13713,5.3194,6.15767,560
100,8.18654,5.62279,5.95009,561
100,8.36837,5.87088,5.96342,562
100,8.31978,5.66932,6.08913,563
100,8.59951,5.7041,6.43543,564
100,8.20661,5.60244,5.99676,565
100,8.52838,5.53837,6.48535,566
100,9.05538,5.65164,7.07523,567
100,8.43511,5.48721,6.40637,568
100,8.6115,5.63253,6.51403,569
100,9.21369,5.95443,7.03114,570
100,8.57119,5.56398,6.51978,571
100,8.69867,5.57869,6.67422,572
100,9.05254,5.70005,7.03263,573
100,8.72654,5.85847,6.46767,574
100,9.11291,6.09327,6.77623,575
100,9.23485,5.71687,7.25257,576
100,8.93078,5.99733,6.61747,577
100,8.85812,5.7817,6.71105,578
100,9.00814,5.58323,7.06923,579
100,8.62962,5.78755,6.40115,580
100,8.85959,6.04393,6.4779,581
100,8.93052,5.35614,7.14604,582
100,8.35965,5.47957,6.31332,583
100,8.54805,5.70726,6.36368,584
100,8.73434,5.20719,7.01241,585
100,8.65747,5.74019,6.4809,586
100,8.563,5.54381,6.52619,587
100,9.12361,5.84036,7.00931,588
100,8.56019,5.85812,6.24173,589
100,8.74274,5.55762,6.74896,590
100,9.25775,5.71981,7.2794,591
100,8.64478,5.80133,6.40911,592
100,8.94664,5.7884,6.82178,593
100,8.97094,5.60947,7.00082,594
100,8.62435,5.96297,6.23076,595
100,8.81632,5.96163,6.49512,596
100,9.0905,5.8122,6.98967,597
100,8.73722,5.66507,6.65177,598
100,8.93905,5.84217,6.76576,599
100,9.534,5.91805,7.47489,600
100,8.76588,5.43056,6.88111,601
100,9.05074,5.56749,7.13575,602
100,9.49679,5.88083,7.45687,603
100,8.83359,5.57904,6.84884,604
100,9.29974,5.76395,7.29809,605
100,9.26377,5.57588,7.39776,606
100,9.02939,5.8077,6.91378,607
100,8.90941,5.49013,7.01684,608
100,9.34325,5.66566,7.42944,609
100,8.33049,5.19514,6.51211,610
100,8.46027,4.97866,6.84025,611
100,9.24888,5.29599,7.58249,612
100,8.66602,5.24192,6.90088,613
100,8.53385,4.8891,6.99452,614
100,9.12158,5.45741,7.30889,615
100,8.62391,5.33966,6.77199,616
100,8.78838,5.41665,6.92066,617
100,9.0587,5.40985,7.26592,618
100,8.99249,5.38203,7.20407,619
100,8.83444,5.25758,7.09966,620
100,8.78746,5.3221,6.99248,621
100,8.86533,5.2366,7.15346,622
100,8.96218,5.42856,7.13102,623
100,8.89534,5.2295,7.1958,624
100,8.80787,5.41168,6.94926,625
100,8.67131,5.02374,7.06779,626
100,8.59792,5.07676,6.93907,627
100,8.65847,5.10471,6.99364,628
100,8.58358,5.09781,6.90581,629
100,8.41179,4.84133,6.87894,630
100,8.58017,5.07677,6.91705,631
100,8.85747,5.08102,7.25521,632
100,8.66845,5.3185,6.84512,633
100,8.61162,4.95526,7.04312,634
100,8.71251,5.3471,6.87868,635
100,8.69441,5.154,7.00208,636
100,8.73228,5.35937,6.89419,637
100,8.49972,5.07249,6.8202,638
100,8.5347,5.39401,6.61406,639
100,8.44992,4.95622,6.84376,640
100,8.73356,5.3648,6.89159,641
100,8.56393,5.01736,6.94024,642
100,8.67853,5.30292,6.86993,643
100,8.72314,5.06092,7.10494,644
100,8.72828,5.49334,6.78278,645
100,8.77448,5.29132,6.99953,646
100,8.74381,5.20218,7.0279,647
100,8.81598,5.22649,7.09967,648
100,8.64831,5.38478,6.76738,649
100,8.6573,5.30531,6.84124,650
100,8.28214,5.14071,6.4936,651
100,8.3482,4.91849,6.74544,652
100,8.32238,5.14415,6.54215,653
100,8.61967,5.15095,6.91132,654
100,8.7392,5.33557,6.92137,655
100,8.78128,5.3112,6.993,656
100,8.90344,5.50785,6.99534,657
100,8.55964,5.00302,6.94531,658
100,8.55281,5.21577,6.77837,659
100,8.39173,4.92677,6.79323,660
100,8.41849,5.14795,6.66105,661
100,8.4787,5.14324,6.74057,662
100,8.64654,5.12317,6.96533,663
100,8.88951,5.04984,7.31591,664
100,8.37095,4.91506,6.77606,665
100,8.38426,4.71365,6.93378,666
100,8.43997,4.97673,6.81655,667
100,8.47311,4.97065,6.86194,668
100,8.42169,4.80417,6.91699,669
100,8.6157,5.10917,6.93734,670
100,8.32637,5.05785,6.61412,671
100,8.08519,4.67277,6.59815,672
100,8.39939,4.76911,6.91414,673
100,8.3749,4.91126,6.7837,674
100,8.38224,4.9558,6.76033,675
100,8.73678,5.41043,6.85992,676
100,8.6548,5.02111,7.0494,677
100,8.94792,5.17604,7.2989,678
100,8.83955,5.30901,7.06768,679
100,8.61329,5.05318,6.97525,680
100,9.20324,5.43501,7.42699,681
100,9.25811,5.81144,7.20692,682
100,9.11004,5.88186,6.95677,683
100,9.11139,5.61434,7.17612,684
100,9.25432,5.78225,7.22552,685
100,9.12051,5.73898,7.08856,686
100,8.85501,5.65245,6.81623,687
100,8.884,5.47238,6.99846,688
100,9.13006,5.83832,7.0194,689
100,8.95168,5.66491,6.93118,690
100,9.05096,5.92024,6.84622,691
100,8.84298,5.45085,6.96324,692
100,9.19613,5.74191,7.18326,693
100,9.26075,5.88277,7.15224,694
100,9.13191,5.90773,6.96352,695
100,9.38361,5.9814,7.23015,696
100,9.45407,6.21477,7.12433,697
100,9.18467,5.99784,6.95586,698
100,9.34081,5.96407,7.18892,699
100,9.40612,6.16842,7.1011,700
100,9.21748,6.14093,6.87393,701
100,9.28443,6.17315,6.9349,702
100,9.3175,6.14948,6.99998,703
100,9.61213,6.29285,7.26588,704
100,9.68468,6.16323,7.47045,705
100,9.17968,6.00466,6.94339,706
100,9.20543,5.92794,7.04268,707
100,9.42269,5.99495,7.26965,708
100,9.2772,5.95091,7.11711,709
100,9.20624,5.8214,7.13204,710
100,9.58746,6.21828,7.29742,711
100,9.6225,5.98623,7.53377,712
100,9.74214,6.39108,7.35278,713
100,9.60773,6.27722,7.27358,714
100,9.56216,6.46257,7.0477,715
100,9.61622,6.06676,7.46098,716
100,9.82587,6.64407,7.23906,717
100,9.73411,6.4623,7.27953,718
100,9.62251,6.55804,7.04165,719
100,9.6569,6.57248,7.07518,720
100,9.50536,6.48943,6.94545,721
100,9.4794,6.79293,6.61173,722
100,9.49408,6.65963,6.7666,723
100,9.3651,6.68561,6.55802,724
100,9.35045,6.518,6.70422,725
100,9.62594,6.56573,7.03916,726
100,9.27786,6.3581,6.75672,727
